Generation 23's Max Fitness Score: 5.98743
Generation 24's Max Fitness Score: 5.92769
Generation 25's Max Fitness Score: 6.02677
Generation 26's Max Fitness Score: 5.97111
Generation 27's Max Fitness Score: 5.92543
Generation 28's Max Fitness Score: 5.99921
Generation 29's Max Fitness Score: 6.11421
Generation 30's Max Fitness Score: 5.98593
Generation 0's Max Fitness Score: 35.5004
Generation 1's Max Fitness Score: 35.3506
Generation 0's Max Fitness Score: 0.0
Generation 1's Max Fitness Score: 0.882922
Generation 0's Max Fitness Score: 35.4854
Generation 0's Max Fitness Score: 35.4551
Generation 1's Max Fitness Score: 35.4403
Generation 2's Max Fitness Score: 2.88161e-12
Generation 0's Max Fitness Score: 0.0
Generation 1's Max Fitness Score: 67.7224
Generation 0's Max Fitness Score: 28.5361
Generation 0's Max Fitness Score: 14.4921
Generation 1's Max Fitness Score: 35.4258
Generation 2's Max Fitness Score: 35.5153
Generation 3's Max Fitness Score: 35.4704
Generation 4's Max Fitness Score: 35.488
Generation 5's Max Fitness Score: 0.0
Generation 0's Max Fitness Score: 35.5021
Generation 0's Max Fitness Score: 0.0
Generation 1's Max Fitness Score: 35.4856
Generation 2's Max Fitness Score: 0.0
Generation 0's Max Fitness Score: 4.56691
Generation 1's Max Fitness Score: 4.38533
Generation 0's Max Fitness Score: 5.27942
Generation 1's Max Fitness Score: 8.85748
Generation 2's Max Fitness Score: 6.92443
Generation 3's Max Fitness Score: 5.30724
Generation 4's Max Fitness Score: 8.81354
Generation 5's Max Fitness Score: 8.86393
Generation 0's Max Fitness Score: 7.0967
Generation 1's Max Fitness Score: 8.83727
Generation 2's Max Fitness Score: 8.5495
Generation 3's Max Fitness Score: 12.4515
Generation 4's Max Fitness Score: 7.08828
Generation 5's Max Fitness Score: 7.0716
Generation 0's Max Fitness Score: 16.7038
Generation 1's Max Fitness Score: 14.3533
Generation 0's Max Fitness Score: 5.00912
Generation 1's Max Fitness Score: 4.95177
Generation 2's Max Fitness Score: 4.84238
Generation 3's Max Fitness Score: 4.90948
Generation 4's Max Fitness Score: 4.84308
Generation 5's Max Fitness Score: 5.0765
Generation 6's Max Fitness Score: 4.82313
Generation 7's Max Fitness Score: 4.93885
Generation 8's Max Fitness Score: 4.97268
Generation 9's Max Fitness Score: 4.89213
Generation 10's Max Fitness Score: 4.91731
Generation 11's Max Fitness Score: 5.04716
Generation 12's Max Fitness Score: 5.00568
Generation 13's Max Fitness Score: 4.93129
Generation 14's Max Fitness Score: 4.96669
Generation 15's Max Fitness Score: 5.12338
Generation 16's Max Fitness Score: 5.05825
Generation 17's Max Fitness Score: 4.98894
Generation 18's Max Fitness Score: 4.90987
Generation 19's Max Fitness Score: 5.03066
Generation 20's Max Fitness Score: 4.96782
Generation 21's Max Fitness Score: 4.90582
Generation 22's Max Fitness Score: 4.86454
Generation 23's Max Fitness Score: 4.92194
Generation 24's Max Fitness Score: 4.96659
Generation 25's Max Fitness Score: 5.00175
Generation 26's Max Fitness Score: 4.86127
Generation 27's Max Fitness Score: 4.9306
Generation 28's Max Fitness Score: 5.04185
Generation 29's Max Fitness Score: 4.93278
Generation 30's Max Fitness Score: 5.14679
Generation 31's Max Fitness Score: 4.88082
