InnerRadius,Length,Quadratic,Linear,InnerRadius2,Length2,Quadratic2,Linear2,Generation,Fitness
1.387920,22.1833,0.022777000000000002,-0.252628,0.095315,18.9248,-0.008265999999999999,0.379021,16,5.58931
1.742830,21.796,0.021371,-0.22802600000000003,2.207000,35.1848,-0.008343999999999999,0.35417,16,5.67676
1.639310,22.196,0.019353,-0.228251,5.719160,17.6617,0.032565,-0.609584,16,5.35119
1.387920,22.6888,0.022777000000000002,-0.252628,0.093850,34.0207,-0.008029000000000001,0.42600200000000005,16,5.73271
6.818290,16.0326,-0.019325,0.061753999999999996,6.777620,17.3265,0.000953,-0.085358,16,5.68954
3.480070,11.2798,-0.09321499999999999,0.81597,5.362930,18.4884,-0.040585,0.533075,16,5.584890000000001
1.767750,21.9387,0.021713,-0.21948299999999998,3.430230,15.1484,0.037985000000000005,-0.34679499999999996,16,5.63511
1.387920,22.6888,0.022637,-0.252628,6.106190,17.3265,-0.008029000000000001,0.188221,16,5.84213
1.679340,23.1279,0.014612,-0.228251,0.096854,27.0885,-0.007849,0.391473,16,5.65573
1.775340,21.3307,0.021803,-0.2753,5.186300,14.6768,0.008075,-0.080573,16,5.74293
2.135120,22.6198,0.021685,-0.26604099999999997,4.944330,13.4681,0.008075,-0.092549,16,5.49369
1.674090,17.9009,0.019591,-0.257957,3.883800,18.9248,0.009640000000000001,-0.087752,16,5.76776
1.643440,20.3809,0.017544,-0.21806799999999998,3.536970,18.9248,0.008075,-0.097105,16,5.99906
1.737070,21.6181,0.015197,-0.283916,3.595590,16.1909,-0.040204000000000004,0.56411,16,5.73681
4.943770,21.9681,0.014808000000000002,-0.210866,5.249800,18.4432,0.040443,-0.8077850000000001,16,5.71804
1.301500,21.4788,0.019416,-0.24548899999999999,5.322850,18.2294,0.032565,-0.8138,16,5.809159999999999
1.387920,20.8374,0.02089,-0.210866,0.087834,17.6156,-0.007634999999999999,0.342549,16,5.70064
1.724590,20.7499,0.023231,-0.22390500000000002,5.297730,15.1345,0.03772,-0.476243,16,5.6368
1.537250,20.6441,0.022956999999999998,-0.224489,3.067800,15.9396,0.009640000000000001,-0.033332,16,5.47631
1.894920,21.3307,0.018049000000000003,-0.25057199999999996,0.087834,13.2681,-0.007634999999999999,0.38304499999999997,16,5.75167
1.705870,22.9924,0.020808,-0.259432,3.495450,19.0523,0.008075,-0.073317,16,5.82702
1.494770,22.8079,0.021153,-0.26604099999999997,5.297730,18.7367,0.010426999999999999,-0.082192,16,5.91028
1.827450,20.7499,0.023231,-0.224489,3.921690,15.1345,0.009640000000000001,-0.027979,16,5.43685
1.613770,17.2544,0.021064,-0.230246,6.106190,34.4773,0.009536,-0.409441,16,5.57148
1.502120,23.828,0.019144,-0.211777,3.557370,34.2045,-0.008343999999999999,0.35417,16,5.49277
1.639060,12.541,0.010893,0.06084199999999999,5.403380,24.3366,-0.008676,0.183291,16,5.72084
5.676710,21.6181,-0.0032990000000000003,-0.009268,0.093850,17.6156,-0.007904000000000001,0.39625900000000003,16,5.518730000000001
4.462880,12.541,0.019144,-0.008863,5.424130,24.3366,0.008944,-0.44033900000000004,16,5.5195
1.556470,20.1662,0.023780000000000003,-0.234325,4.741900,16.4113,0.040443,-0.814872,16,5.6208800000000005
1.645740,21.7658,0.021674000000000002,-0.21948299999999998,5.454660,14.3806,0.040443,-0.827242,16,5.69311
1.613380,21.3307,0.022588,-0.24155,3.430230,13.4976,0.040443,-0.34679499999999996,16,5.7331900000000005
1.703860,22.6198,0.021153,-0.245056,5.679250,13.2681,0.040443,-0.791687,16,5.60797
1.510620,12.1791,0.042644,-0.26604099999999997,4.944330,14.6768,0.008075,-0.092549,16,5.6123400000000006
1.613380,19.6137,0.023112999999999998,-0.24155,3.664150,13.8991,0.043523,-0.530701,16,5.70376
4.776510,21.3307,-0.005497999999999999,-0.08895800000000001,5.322850,16.702,0.04048,-0.82662,16,5.282830000000001
1.510620,22.8079,0.018959,-0.258202,5.992110,12.0508,0.009895999999999999,-0.027166000000000003,16,5.69796
1.742830,20.4682,0.022777000000000002,-0.253705,0.087919,18.1282,-0.008316,0.380081,16,5.63454
1.894920,21.3307,0.020248,-0.257121,0.087834,16.941,-0.007634999999999999,0.38304499999999997,16,5.67234
4.776510,18.019,-0.006027,-0.08895800000000001,3.664150,13.2681,0.03851,-0.530701,16,5.698
1.707330,19.9716,0.020922,-0.21724000000000002,3.951290,17.5457,0.011621,-0.094138,16,5.474419999999999
1.685190,21.3683,0.019052,-0.252628,3.314450,18.9248,0.009640000000000001,-0.033199,16,5.4935
1.934770,11.2372,0.044231,-0.245056,3.213840,13.1755,0.008075,-0.085314,16,5.40116
1.510620,22.8079,0.020942,-0.25588099999999997,5.679250,13.2681,0.039726,-0.814872,16,5.65066
1.775980,22.8079,0.020953,-0.26604099999999997,5.566140,16.0926,0.008075,-0.033332,16,5.60395
1.625690,16.5148,0.021153,-0.219581,4.085510,18.0311,0.0116,-0.10304,16,5.32099
1.894920,21.796,0.019014,-0.25588099999999997,3.213840,13.2637,-0.040204000000000004,0.555649,16,5.81816
1.840440,20.8791,0.020909,-0.257957,3.305620,13.1755,0.008075,-0.097105,16,5.54782
1.679340,23.828,0.019416,-0.229303,6.106190,27.0885,-0.00771,0.188221,16,5.39806
1.369810,20.8374,0.014612,-0.228251,5.330070,17.6156,0.032565,-0.784287,16,5.56835
1.794700,21.9387,0.020922,-0.21948299999999998,3.185680,13.9727,0.040443,-0.34679499999999996,16,5.821969999999999
1.826240,21.6628,0.020877,-0.252628,3.499070,17.4371,0.010832,-0.033199,16,5.49752
1.679340,21.892,0.019675,-0.21948299999999998,4.063490,11.5124,0.051505999999999996,-0.324552,16,5.69925
1.757560,24.9381,0.014612,-0.20328800000000002,6.106190,27.0885,-0.007849,0.188221,16,5.6368599999999995
1.215620,26.5488,0.017476,-0.280737,5.136720,14.7917,-0.007983,-0.177474,16,5.59443
6.027860,14.4825,0.024350999999999998,-0.729216,6.656380,74.621,0.004739,-0.349076,16,5.38089
5.626260,20.9796,-0.010456,0.258855,3.503490,22.3874,0.005232,-0.06326699999999999,16,5.3269
0.372187,16.0062,0.00655,0.090288,6.297050,44.1611,0.0047469999999999995,-0.21884499999999998,16,5.1173
1.894920,21.3307,0.021843,-0.25057199999999996,5.638920,13.1782,0.0096,-0.036642,17,5.4295599999999995
1.550590,20.1289,0.019177,-0.22181900000000002,0.087834,13.2681,-0.007634999999999999,0.40562600000000004,17,5.494219999999999
1.639310,23.5797,0.020942,-0.25356999999999996,5.556840,12.5928,0.040443,-0.814872,17,5.62818
1.840440,22.196,0.021097,-0.228251,5.704950,17.6617,0.032565,-0.609584,17,5.94382
1.510620,22.8079,0.0213,-0.268275,5.679250,13.2681,0.039726,-0.8697,17,5.90428
1.725410,21.9681,0.020942,-0.25588099999999997,1.637510,9.514660000000001,-0.0527,0.368841,17,5.56534
5.913180,21.3307,-0.003804,0.059782,3.975140,17.6617,0.010541,-0.030285000000000003,17,5.41517
1.505470,20.1154,0.023780000000000003,-0.234325,4.967360,16.4113,0.040535,-0.814872,17,5.6292800000000005
3.480070,11.2798,-0.09321499999999999,0.81597,5.571930,18.4884,-0.040585,0.552092,17,5.56165
1.538900,18.4827,0.025715,-0.219581,5.322850,14.4581,0.009486,-0.026362,17,5.72415
6.592340,22.8079,-0.009643,-0.06217,4.063490,10.7748,0.051505999999999996,-0.324552,17,5.32074
2.210620,20.378,0.0222,-0.21948299999999998,5.196640,18.7087,0.008075,-0.104525,17,5.71525
2.061910,21.796,0.018595,-0.244747,5.424130,22.2148,0.009536,-0.44033900000000004,17,5.80173
1.882260,19.4034,0.020909,-0.257957,3.105280,13.2637,-0.045637,0.555649,17,5.84279
1.685190,21.3683,0.014612,-0.252628,5.330070,18.9248,0.032565,-0.784287,17,5.49299
1.446390,18.8351,0.019052,-0.228251,3.314450,18.2936,0.009640000000000001,-0.033199,17,5.77843
1.894920,23.5934,0.015390000000000001,-0.219581,5.809230,14.7262,0.007714,-0.031121,17,5.6335
1.680420,21.9387,0.021843,-0.24053400000000003,5.380050,31.6977,0.009640000000000001,-0.27666999999999997,17,5.61089
2.210620,20.378,0.0222,-0.262033,0.093850,17.6617,-0.009212999999999999,0.39625900000000003,17,5.77585
1.775980,21.6181,0.021153,-0.21948299999999998,4.059700,11.5124,0.051505999999999996,-0.324552,17,5.683680000000001
1.737070,22.8079,0.015580000000000002,-0.234477,3.595590,16.1909,-0.040204000000000004,0.56411,17,5.55759
1.496690,21.6181,0.021153,-0.283916,3.236540,15.9396,0.034989,-0.499488,17,5.3339099999999995
1.553760,21.796,0.01971,-0.214626,3.619590,11.5124,0.051505999999999996,-0.410021,17,5.52532
1.894920,23.828,0.018882,-0.26049,3.402390,13.2637,-0.040204000000000004,0.555649,17,5.4884699999999995
3.704180,24.4874,-0.00561,0.014803,0.087834,17.6156,-0.007634999999999999,0.46271599999999996,17,5.6597
1.387920,20.8374,0.02089,-0.20585799999999999,0.093850,18.9248,-0.006211,0.342549,17,5.90154
1.441530,22.8079,0.020932,-0.26604099999999997,5.079050,18.7367,0.010426999999999999,-0.08356,17,5.5285400000000005
1.494770,22.8079,0.021153,-0.26604099999999997,5.297730,18.7367,0.010426999999999999,-0.082192,17,5.79724
1.894920,21.3307,0.022777000000000002,-0.25057199999999996,0.087834,34.0207,-0.008029000000000001,0.42600200000000005,17,5.64339
1.387920,22.6888,0.018049000000000003,-0.252628,0.093850,13.2681,-0.007634999999999999,0.38304499999999997,17,5.76374
1.550590,21.8837,0.021843,-0.22181900000000002,0.093850,18.7158,-0.007768000000000001,0.43499499999999997,17,5.26221
4.057340,24.4874,-0.005507,0.014803,5.629340,13.1782,0.0096,-0.034709,17,5.83591
1.584010,21.1939,0.021088,-0.21806799999999998,3.236540,18.9248,0.036127,-0.47558999999999996,17,5.87901
1.643440,22.8079,0.018077,-0.234477,3.536970,14.1199,0.008075,-0.097105,17,5.89308
1.418890,22.6888,0.020956,-0.252628,0.092402,34.0207,-0.008029000000000001,0.42600200000000005,17,5.52019
1.387920,21.7658,0.022777000000000002,-0.21948299999999998,5.454660,14.3806,0.040443,-0.827242,17,5.58934
1.894920,21.3307,0.018959,-0.260562,5.062010,13.2681,0.009895999999999999,-0.027166000000000003,17,5.64133
1.510620,22.8079,0.018049000000000003,-0.258202,0.087834,12.0508,-0.007818,0.403816,17,5.56501
2.000280,20.3699,0.021153,-0.262033,0.093850,17.6617,-0.008872,0.346129,17,5.61731
1.552460,21.6181,0.022777000000000002,-0.26604099999999997,5.311280,17.6156,0.008075,-0.095496,17,5.76005
1.510620,21.4362,0.018959,-0.257769,6.873050,12.0508,0.041032,-0.530701,17,5.62116
4.928160,18.3506,-0.005927,-0.08895800000000001,3.664150,13.2681,0.009895999999999999,-0.027166000000000003,17,5.2659400000000005
1.645740,12.541,0.021674000000000002,0.06593099999999999,5.403380,14.3806,0.040443,-0.827242,17,5.5406
1.639060,21.7658,0.010893,-0.21948299999999998,5.454660,24.3366,-0.008676,0.17016099999999998,17,5.8604199999999995
1.645350,21.4407,0.020909,-0.228251,0.078178,15.9396,-0.007592,0.405711,17,5.30577
1.510620,22.8079,0.021153,-0.23804899999999998,3.267080,16.7131,0.036127,-0.476243,17,5.33449
1.387920,22.6888,0.014484,-0.228251,5.330070,17.6156,0.033408999999999994,-0.784287,17,5.6871599999999995
1.369810,20.8374,0.022777000000000002,-0.252628,0.093850,34.0207,-0.008029000000000001,0.42600200000000005,17,5.71434
1.664510,22.2213,0.019922,-0.245056,6.106190,17.3265,-0.008029000000000001,0.188221,17,5.73067
1.348460,20.9124,0.022637,-0.200747,0.093850,17.6156,-0.007781999999999999,0.370882,17,5.659009999999999
1.387920,21.9387,0.020922,-0.21948299999999998,0.095315,17.7779,-0.008265999999999999,0.379021,17,5.5342199999999995
1.794700,22.1833,0.022777000000000002,-0.252628,3.185680,15.0839,0.040443,-0.34679499999999996,17,5.5896099999999995
1.639060,12.541,0.021281,0.061099,3.343780,24.3366,-0.008501,0.183291,17,5.91854
1.822940,20.8543,0.010893,-0.252628,5.403380,17.4371,0.032565,-0.567131,17,5.62522
1.387920,21.8945,0.022777000000000002,-0.252628,3.236540,15.9396,0.035406,-0.476243,17,5.67071
1.511470,22.1833,0.022675999999999998,-0.234477,0.094146,19.0584,-0.008265999999999999,0.409575,17,5.60353
1.706640,17.2804,0.019851,-0.253705,0.091919,18.1282,-0.008316,0.380081,17,5.72335
1.941540,20.4682,0.022777000000000002,-0.257957,3.883800,18.9248,0.009640000000000001,-0.080487,17,5.71971
1.679340,21.2584,0.022491999999999998,-0.22181900000000002,0.096854,26.481,-0.007849,0.391473,17,5.2532
1.550590,23.1279,0.014612,-0.228251,5.638920,13.1782,0.0096,-0.033332,17,5.68291
1.613380,19.2009,0.023112999999999998,-0.25440799999999997,3.664150,14.0077,0.043523,-0.530701,17,5.67405
1.679340,23.828,0.018994,-0.241945,6.061880,26.5848,-0.00771,0.188221,17,5.612480000000001
1.643440,18.9979,0.017544,-0.21806799999999998,3.392380,16.702,0.043224,-0.5679029999999999,17,5.38281
1.915920,20.3809,0.018080000000000002,-0.221349,3.536970,18.9248,0.0077870000000000005,-0.08809700000000001,17,5.66374
1.775340,21.3307,0.021803,-0.2753,5.186300,14.6768,0.007668,-0.080573,17,5.7007
1.556470,20.1662,0.023780000000000003,-0.234325,4.741900,16.4113,0.040443,-0.814872,17,5.7146
1.679340,23.1279,0.019675,-0.228251,0.096854,27.0885,-0.007849,0.391473,17,5.5466
1.679340,21.892,0.014612,-0.21948299999999998,4.301350,11.5124,0.051505999999999996,-0.324552,17,5.89131
1.510620,22.8079,0.020953,-0.26604099999999997,5.686790,14.6768,0.007354,-0.092549,17,5.43007
1.775980,12.1791,0.042644,-0.26604099999999997,4.944330,16.0926,0.008075,-0.033332,17,5.65169
1.272150,23.336,0.019416,-0.24548899999999999,5.322850,18.2294,0.032565,-0.805091,17,5.51422
1.510620,20.9569,0.020909,-0.228251,0.078178,16.7253,-0.008316,0.405711,17,5.48219
1.775980,22.8592,0.021153,-0.26604099999999997,3.883800,9.63797,-0.088357,0.967182,17,5.2746900000000005
1.674090,17.9009,0.021075999999999998,-0.257957,3.870260,18.9248,0.009640000000000001,-0.087752,17,5.13517
1.742830,21.3307,0.021371,-0.22802600000000003,2.207000,36.1059,-0.008343999999999999,0.35417,17,5.451280000000001
1.775340,22.219,0.021803,-0.2753,5.186300,14.6768,0.008075,-0.080573,17,5.7411
4.943770,17.9009,0.019591,-0.241632,5.249800,18.4432,0.040443,-0.8077850000000001,17,5.29829
1.674090,21.9681,0.014808000000000002,-0.210866,3.883800,18.9248,0.009640000000000001,-0.087752,17,5.4524
1.639060,19.293,0.01179,0.06084199999999999,3.536970,24.3366,-0.008516,0.185218,17,5.73104
1.643440,12.541,0.017544,-0.21806799999999998,5.182360,18.1869,0.008075,-0.097105,17,5.350709999999999
1.794700,21.9387,0.021677000000000002,-0.23415500000000003,3.493920,13.9727,0.009982,-0.033199,17,5.34558
4.434270,20.9383,0.020922,-0.5065390000000001,3.185680,14.0701,0.040284,-0.369557,17,5.63232
4.776510,21.3307,-0.005497999999999999,-0.08895800000000001,5.322850,16.702,0.04048,-0.82662,17,5.39342
1.742830,21.796,0.021371,-0.22802600000000003,1.976870,35.1848,-0.008343999999999999,0.35417,17,5.61191
1.494770,22.8079,0.018177000000000002,-0.26604099999999997,5.196640,20.6764,0.008075,-0.082192,17,5.46221
6.592340,21.0061,-0.009643,-0.06217,5.297730,18.7367,0.009849,-0.104525,17,5.793819999999999
1.760830,26.1654,0.014612,-0.20328800000000002,6.106190,17.3265,-0.008581,0.162022,17,5.47806
1.366010,22.6888,0.022637,-0.26720700000000003,6.106190,23.0807,-0.007849,0.188221,17,5.4758
5.503570,20.3809,-0.006027,-0.08895800000000001,3.536970,18.9248,0.008075,-0.097105,17,5.8954699999999995
1.535340,18.019,0.018143,-0.21806799999999998,3.664150,13.2681,0.03851,-0.486062,17,5.53862
1.742830,21.796,0.022777000000000002,-0.26497800000000005,1.941580,35.1848,-0.008343999999999999,0.35417,17,5.6148
1.169450,21.796,0.021371,-0.22802600000000003,5.448470,15.8665,0.034633,-0.5806720000000001,17,5.77145
1.840440,23.5797,0.020942,-0.25381,4.017430,11.5124,0.04963,-0.324552,17,5.28204
2.208780,20.378,0.0222,-0.21948299999999998,5.704950,13.1755,0.040443,-0.814872,17,5.7747
1.494770,21.801,0.020361,-0.26604099999999997,5.297730,16.1717,0.010937,-0.095496,17,5.51307
1.587090,23.211,0.022019,-0.26604099999999997,5.311280,18.7367,0.008376999999999999,-0.083954,17,5.60626
6.800890,53.644,-0.001074,-0.049885000000000006,3.835460,11.2491,-0.025682,0.35838400000000004,17,5.321619999999999
4.357600,22.0548,-0.011763,0.303948,4.520880,10.3291,0.10573900000000001,-0.83804,17,5.84526
2.851950,14.2657,-0.032582,0.392488,5.269680,11.319,0.040286,-0.914507,17,5.41919
3.986730,10.7076,-0.035186,0.621984,5.063760,82.5724,0.000944,-0.135409,17,5.32773
1.679340,21.2584,0.022491999999999998,-0.21522399999999997,5.809230,13.4538,0.007714,-0.031121,18,5.74012
1.894920,23.5934,0.016000999999999998,-0.22181900000000002,0.096854,26.481,-0.007849,0.391473,18,5.53655
2.061910,22.2213,0.018595,-0.245056,5.424130,22.7921,0.009536,-0.44033900000000004,18,5.46405
1.664510,21.796,0.019922,-0.244747,5.910310,17.2827,-0.007845,0.178602,18,5.68545
1.348460,21.1929,0.022637,-0.20330299999999998,5.297730,17.6156,0.010426999999999999,-0.082192,18,5.46925
1.494770,22.8079,0.021153,-0.26604099999999997,0.093850,18.7367,-0.007781999999999999,0.370882,18,5.86437
6.718200,21.0061,-0.009643,-0.063058,5.297730,18.7367,0.007714,-0.104525,18,5.48883
1.894920,23.5934,0.014889,-0.219581,5.432710,13.2019,0.009849,-0.031121,18,5.54036
1.679340,20.3809,0.018080000000000002,-0.21948299999999998,3.536970,18.9248,0.0077870000000000005,-0.08809700000000001,18,5.54956
1.915920,21.892,0.013516,-0.221349,4.301350,11.6205,0.049934,-0.324552,18,5.64105
1.584010,21.9387,0.020922,-0.21806799999999998,0.095315,18.9248,-0.008265999999999999,0.379021,18,5.6333
1.390950,21.1939,0.021088,-0.228462,3.236540,17.7779,0.036127,-0.509551,18,5.652080000000001
1.674090,23.94,0.014808000000000002,-0.210866,3.392380,18.9248,0.009640000000000001,-0.087752,18,5.4808
1.643440,18.9979,0.017544,-0.21806799999999998,3.532100,16.702,0.043224,-0.5679029999999999,18,5.5289
1.550590,23.1279,0.015341,-0.228251,5.638920,13.1782,0.0096,-0.033332,18,5.515569999999999
1.550590,23.1279,0.014612,-0.228251,5.112840,13.1782,0.0096,-0.033332,18,5.4585
1.397820,21.796,0.018595,-0.244747,5.424130,23.8949,0.009536,-0.44033900000000004,18,5.75137
2.061910,12.541,0.018482,0.061099,3.646750,24.3366,-0.008501,0.186854,18,5.58135
1.894920,21.3307,0.021616999999999997,-0.260562,5.062010,17.7732,0.032565,-0.609584,18,5.29188
1.840440,22.196,0.018959,-0.228251,5.704950,13.2681,0.009895999999999999,-0.027166000000000003,18,5.78196
4.002940,24.4874,-0.005507,0.014803,5.679250,13.1782,0.0096,-0.034709,18,5.62754
1.596630,20.0792,0.0213,-0.268434,5.629340,13.2681,0.039726,-0.8697,18,5.47355
4.357600,22.0548,-0.011498,0.303948,0.093850,18.9248,-0.006211,0.342549,18,5.5766
1.479670,20.8374,0.02089,-0.20585799999999999,4.520880,10.3291,0.10573900000000001,-0.83804,18,5.41748
1.786360,19.4034,0.020909,-0.245799,3.105280,13.2637,-0.045637,0.555649,18,5.60639
1.882260,19.4034,0.020909,-0.257957,3.105280,13.2637,-0.045637,0.555649,18,5.61025
1.908420,21.892,0.021088,-0.21806799999999998,4.301350,11.5124,0.051505999999999996,-0.324552,18,5.60912
1.584010,21.1939,0.014612,-0.219734,3.236540,17.0592,0.037723,-0.47558999999999996,18,5.987019999999999
1.639060,20.3146,0.01179,-0.090771,3.536970,19.3938,-0.008516,0.16981500000000002,18,5.4958
5.503570,19.9443,-0.006027,0.065223,3.536970,24.5009,0.008075,-0.095915,18,5.3678300000000005
6.592340,21.0061,-0.010762,-0.062280999999999996,5.297730,18.7367,0.009849,-0.096343,18,5.60971
1.840440,22.196,0.021629,-0.228251,5.704950,17.6617,0.032565,-0.609584,18,5.71755
1.679340,19.2009,0.014612,-0.21948299999999998,3.664150,14.0077,0.038345,-0.530701,18,5.56305
1.613380,21.892,0.023112999999999998,-0.25440799999999997,4.301350,11.5124,0.051505999999999996,-0.324552,18,5.56254
1.556470,20.1662,0.02089,-0.20585799999999999,4.631740,18.9248,0.040443,-0.8270959999999999,18,5.36559
1.387920,20.8374,0.022662,-0.234325,0.094025,16.4113,-0.006211,0.342549,18,5.49252
1.584010,22.8079,0.021088,-0.268275,5.679250,13.2681,0.039726,-0.827808,18,5.66531
1.510620,21.1939,0.0213,-0.21806799999999998,3.236540,18.9248,0.036127,-0.47558999999999996,18,5.567080000000001
1.613380,19.0836,0.023487,-0.228251,3.664150,17.6156,0.043523,-0.770369,18,5.77694
1.387920,22.6888,0.01427,-0.25440799999999997,5.330070,14.0077,0.033408999999999994,-0.531988,18,5.51788
1.494770,22.8079,0.0222,-0.262033,5.196640,17.6617,0.007774,-0.082192,18,5.46365
2.210620,20.378,0.018177000000000002,-0.26604099999999997,0.093850,20.6764,-0.009505,0.39625900000000003,18,5.6199
1.941540,20.4682,0.023859,-0.257957,3.883800,19.5041,0.009556,-0.082928,18,5.630780000000001
4.551270,22.0548,-0.012414,0.303948,4.520880,10.3291,0.10573900000000001,-0.83804,18,5.63103
1.169450,21.796,0.021153,-0.220123,5.448470,14.2459,0.031351,-0.554348,18,5.42291
1.494770,22.8079,0.021371,-0.26604099999999997,5.297730,18.5155,0.010426999999999999,-0.082192,18,5.54047
1.639060,12.541,0.022702,0.061099,3.343780,24.245,-0.008501,0.193451,18,5.6971
5.503570,20.3809,-0.006027,-0.095692,3.536970,18.9248,0.008075,-0.097105,18,5.52093
1.742830,21.796,0.022777000000000002,-0.25057199999999996,0.090077,35.1848,-0.008465,0.42600200000000005,18,5.72874
1.894920,21.3307,0.020455,-0.22802600000000003,1.976870,34.0207,-0.008402,0.335097,18,5.30481
2.210620,12.541,0.021304,0.061099,3.343780,16.5676,-0.008501,0.183291,18,5.8426800000000005
1.706010,20.378,0.0222,-0.282869,0.093850,24.3366,-0.010886,0.39625900000000003,18,5.83876
1.348460,20.9124,0.021915,-0.200747,3.185680,15.0839,0.040443,-0.34679499999999996,18,5.851780000000001
1.794700,22.1833,0.022657,-0.252628,0.086778,17.6156,-0.007781999999999999,0.395556,18,5.78601
1.510620,19.4819,0.018959,-0.248754,6.106190,17.3265,-0.008029000000000001,0.188221,18,5.5519099999999995
1.664510,22.2213,0.019922,-0.245056,6.873050,12.0508,0.040293999999999996,-0.530701,18,5.97048
1.510620,22.8079,0.020818,-0.268275,5.679250,13.9069,0.007354,-0.092549,18,5.62602
1.547950,22.8079,0.0213,-0.26604099999999997,5.686790,14.7816,0.039726,-0.8697,18,5.58551
1.775340,21.892,0.021803,-0.21948299999999998,5.164320,14.6768,0.008273,-0.080573,18,5.30294
1.679340,22.219,0.014953,-0.2753,4.301350,11.5124,0.051505999999999996,-0.324552,18,5.26157
1.550590,21.796,0.014434,-0.228251,5.638920,22.2148,0.0096,-0.44033900000000004,18,5.65027
2.061910,23.1279,0.018595,-0.244747,6.046310,13.1782,0.009470999999999999,-0.033332,18,5.67425
6.592340,20.4682,-0.009643,-0.06217,5.297730,17.8225,0.009640000000000001,-0.105995,18,5.40607
1.941540,21.0061,0.022777000000000002,-0.257957,3.883800,18.7367,0.009849,-0.080487,18,5.68133
2.056100,20.378,0.0222,-0.21948299999999998,5.196640,13.1782,0.00979,-0.034133,18,5.74784
4.057340,21.6444,-0.005507,0.015785,5.629340,19.5428,0.008075,-0.104525,18,5.44475
1.538900,21.9387,0.020753,-0.219581,4.879750,14.4581,0.009486,-0.026362,18,5.68351
1.387920,18.4827,0.026468000000000002,-0.21948299999999998,0.090419,17.5269,-0.008265999999999999,0.379021,18,5.60072
1.169450,22.6888,0.014484,-0.228251,5.448470,14.9571,0.033408999999999994,-0.784287,18,5.63382
1.387920,21.796,0.021371,-0.226285,5.348190,17.6156,0.034633,-0.5806720000000001,18,5.7518400000000005
1.169450,21.1939,0.023527,-0.246955,5.448470,17.4043,0.034218,-0.5806720000000001,18,5.81799
1.463540,21.796,0.021174000000000002,-0.186574,3.236540,15.8665,0.035084,-0.47558999999999996,18,5.47365
1.643440,21.6181,0.022777000000000002,-0.26604099999999997,5.311280,17.6156,0.008075,-0.097105,18,5.55915
1.552460,11.8739,0.017544,-0.23075900000000002,5.326100,18.5786,0.008305,-0.101962,18,5.20798
1.272150,23.336,0.019416,-0.24548899999999999,5.322850,18.7367,0.032565,-0.781736,18,5.702369999999999
1.494770,22.8079,0.021153,-0.26604099999999997,5.297730,18.2294,0.009747,-0.082192,18,5.82723
1.169450,22.8079,0.021078,-0.248119,5.679250,13.2681,0.034633,-0.5806720000000001,18,5.702380000000001
1.585910,23.061,0.021371,-0.268275,5.448470,15.8665,0.039726,-0.824473,18,5.59791
1.584010,22.0548,0.021088,-0.21806799999999998,3.236540,19.144,0.036127,-0.47558999999999996,18,5.5577
4.357600,21.1939,-0.011858,0.303948,4.520880,10.3291,0.100627,-0.83804,18,5.5547
1.613380,19.2009,0.026300999999999998,-0.25440799999999997,5.322850,14.4581,0.043523,-0.5490970000000001,18,5.71429
1.538900,18.4827,0.023459,-0.219581,3.664150,14.0077,0.009349,-0.026362,18,5.6544300000000005
1.639060,19.293,0.01179,0.06084199999999999,4.944330,16.0926,0.008075,-0.033332,18,5.7627
1.775980,12.7395,0.042644,-0.26604099999999997,3.536970,26.4885,-0.008516,0.185218,18,5.4909
1.510620,20.9569,0.021828,-0.21948299999999998,0.078178,16.7253,-0.008316,0.405711,18,5.49985
2.210620,21.2015,0.021532,-0.23348200000000002,5.196640,20.3491,0.008075,-0.104525,18,5.7378
1.510620,23.1461,0.020595,-0.268275,5.679250,13.2681,0.039726,-0.8697,18,5.5881
3.704180,25.8796,-0.005682,0.014803,0.087834,17.7388,-0.007634999999999999,0.46271599999999996,18,5.77879
1.664510,22.2213,0.019922,-0.245056,5.424130,19.0652,-0.008029000000000001,0.188221,18,6.04027
2.076750,21.796,0.018595,-0.244747,6.106190,22.2148,0.009382,-0.44033900000000004,18,5.63243
1.441530,21.1939,0.020833,-0.21806799999999998,3.236540,18.168,0.036127,-0.491659,18,5.71159
1.584010,20.0992,0.021088,-0.26604099999999997,5.079050,18.7367,0.010781,-0.08356,18,5.532369999999999
1.882260,23.828,0.018882,-0.25906599999999996,2.569910,13.2637,-0.045637,0.532489,18,5.57104
1.894920,19.4034,0.020909,-0.260748,3.402390,13.2637,-0.040204000000000004,0.561898,18,5.8472599999999995
1.716410,21.3307,0.022777000000000002,-0.282166,4.927600,16.702,0.04048,-0.82662,18,5.53596
4.776510,21.1982,-0.005497999999999999,-0.08895800000000001,0.087834,34.0207,-0.008029000000000001,0.42600200000000005,18,5.57238
4.556630,23.2693,0.032683,-0.690863,6.075670,32.729,0.007242,-0.285503,18,5.38921
6.585250,24.1666,0.042066,-0.9964569999999999,4.077780,13.3301,0.062421000000000004,-0.89202,18,5.3544599999999996
4.679370,30.8416,-0.0018969999999999998,0.123707,3.473560,11.4117,0.026292000000000003,-0.110615,18,5.324269999999999
1.832720,10.5453,0.005363000000000001,0.130715,0.870264,36.5345,0.00011999999999999999,0.009929,18,5.47375
5.503570,19.6956,-0.006027,0.065223,2.614660,17.7779,0.036127,-0.525315,19,5.4488
